Country,Category,Session,Timezone,Start Date,Start Time,End Date,End Time,Circuit,Title,Country Code
Germany,Moto3,Qualifying 1,Europe/Berlin,06/07/2024,12:50,06/07/2024,13:05,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,Moto3,Qualifying 2,Europe/Berlin,06/07/2024,13:15,06/07/2024,13:30,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,Moto2,Qualifying 1,Europe/Berlin,06/07/2024,13:45,06/07/2024,14:00,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,Moto2,Qualifying 2,Europe/Berlin,06/07/2024,14:10,06/07/2024,14:25,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,MotoGP,Tissot Sprint,Europe/Berlin,06/07/2024,15:00,06/07/2024,15:30,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,MotoGP,Warm Up,Europe/Berlin,07/07/2024,09:40,07/07/2024,09:50,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,Moto3,Race,Europe/Berlin,07/07/2024,11:00,07/07/2024,11:30,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,Moto2,Race,Europe/Berlin,07/07/2024,12:15,07/07/2024,12:55,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
Germany,MotoGP,Race,Europe/Berlin,07/07/2024,14:00,07/07/2024,14:50,Sachsenring,Liqui Moly Motorrad Grand Prix Deutschland,DEU
United Kingdom,Moto3,Free Practice,Europe/London,02/08/2024,09:00,02/08/2024,09:35,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto2,Free Practice,Europe/London,02/08/2024,09:50,02/08/2024,10:30,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Free Practice 1,Europe/London,02/08/2024,10:45,02/08/2024,11:30,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto3,Practice 1,Europe/London,02/08/2024,13:15,02/08/2024,13:50,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto2,Practice 1,Europe/London,02/08/2024,14:05,02/08/2024,14:45,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Practice,Europe/London,02/08/2024,15:00,02/08/2024,16:00,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto3,Practice 2,Europe/London,03/08/2024,08:40,03/08/2024,09:10,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto2,Practice 2,Europe/London,03/08/2024,09:25,03/08/2024,09:55,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Free Practice 2,Europe/London,03/08/2024,10:10,03/08/2024,10:40,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Qualifying 1,Europe/London,03/08/2024,10:50,03/08/2024,11:05,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Qualifying 2,Europe/London,03/08/2024,11:15,03/08/2024,11:30,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto3,Qualifying 1,Europe/London,03/08/2024,12:50,03/08/2024,13:05,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto3,Qualifying 2,Europe/London,03/08/2024,13:15,03/08/2024,13:30,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto2,Qualifying 1,Europe/London,03/08/2024,13:45,03/08/2024,14:00,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto2,Qualifying 2,Europe/London,03/08/2024,14:10,03/08/2024,14:25,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Tissot Sprint,Europe/London,03/08/2024,15:00,03/08/2024,15:30,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Warm Up,Europe/London,04/08/2024,09:40,04/08/2024,09:50,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto3,Race,Europe/London,04/08/2024,11:15,04/08/2024,11:45,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,MotoGP,Race,Europe/London,04/08/2024,13:00,04/08/2024,13:50,Silverstone,Monster Energy British Grand Prix,GBR
United Kingdom,Moto2,Race,Europe/London,04/08/2024,14:30,04/08/2024,15:10,Silverstone,Monster Energy British Grand Prix,GBR
Austria,Moto3,Free Practice,Europe/Vienna,16/08/2024,09:00,16/08/2024,09:35,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto2,Free Practice,Europe/Vienna,16/08/2024,09:50,16/08/2024,10:30,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Free Practice 1,Europe/Vienna,16/08/2024,10:45,16/08/2024,11:30,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto3,Practice 1,Europe/Vienna,16/08/2024,13:15,16/08/2024,13:50,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto2,Practice 1,Europe/Vienna,16/08/2024,14:05,16/08/2024,14:45,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Practice,Europe/Vienna,16/08/2024,15:00,16/08/2024,16:00,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto3,Practice 2,Europe/Vienna,17/08/2024,08:40,17/08/2024,09:10,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto2,Practice 2,Europe/Vienna,17/08/2024,09:25,17/08/2024,09:55,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Free Practice 2,Europe/Vienna,17/08/2024,10:10,17/08/2024,10:40,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Qualifying 1,Europe/Vienna,17/08/2024,10:50,17/08/2024,11:05,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Qualifying 2,Europe/Vienna,17/08/2024,11:15,17/08/2024,11:30,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto3,Qualifying 1,Europe/Vienna,17/08/2024,12:50,17/08/2024,13:05,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto3,Qualifying 2,Europe/Vienna,17/08/2024,13:15,17/08/2024,13:30,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto2,Qualifying 1,Europe/Vienna,17/08/2024,13:45,17/08/2024,14:00,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto2,Qualifying 2,Europe/Vienna,17/08/2024,14:10,17/08/2024,14:25,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Tissot Sprint,Europe/Vienna,17/08/2024,15:00,17/08/2024,15:30,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Warm Up,Europe/Vienna,18/08/2024,09:40,18/08/2024,09:50,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto3,Race,Europe/Vienna,18/08/2024,11:00,18/08/2024,11:30,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,Moto2,Race,Europe/Vienna,18/08/2024,12:15,18/08/2024,12:55,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Austria,MotoGP,Race,Europe/Vienna,18/08/2024,14:00,18/08/2024,14:50,Red Bull Ring - Spielberg,Motorrad Grand Prix von Österreich,AUT
Aragon,Moto3,Free Practice,Europe/Madrid,30/08/2024,09:00,30/08/2024,09:35,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto2,Free Practice,Europe/Madrid,30/08/2024,09:50,30/08/2024,10:30,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Free Practice 1,Europe/Madrid,30/08/2024,10:45,30/08/2024,11:30,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto3,Practice 1,Europe/Madrid,30/08/2024,13:15,30/08/2024,13:50,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto2,Practice 1,Europe/Madrid,30/08/2024,14:05,30/08/2024,14:45,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Practice,Europe/Madrid,30/08/2024,15:00,30/08/2024,16:00,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto3,Practice 2,Europe/Madrid,31/08/2024,08:40,31/08/2024,09:10,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto2,Practice 2,Europe/Madrid,31/08/2024,09:25,31/08/2024,09:55,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Free Practice 2,Europe/Madrid,31/08/2024,10:10,31/08/2024,10:40,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Qualifying 1,Europe/Madrid,31/08/2024,10:50,31/08/2024,11:05,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Qualifying 2,Europe/Madrid,31/08/2024,11:15,31/08/2024,11:30,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto3,Qualifying 1,Europe/Madrid,31/08/2024,12:50,31/08/2024,13:05,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto3,Qualifying 2,Europe/Madrid,31/08/2024,13:15,31/08/2024,13:30,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto2,Qualifying 1,Europe/Madrid,31/08/2024,13:45,31/08/2024,14:00,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto2,Qualifying 2,Europe/Madrid,31/08/2024,14:10,31/08/2024,14:25,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Tissot Sprint,Europe/Madrid,31/08/2024,15:00,31/08/2024,15:30,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Warm Up,Europe/Madrid,01/09/2024,09:40,01/09/2024,09:50,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto3,Race,Europe/Madrid,01/09/2024,11:00,01/09/2024,11:30,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,Moto2,Race,Europe/Madrid,01/09/2024,12:15,01/09/2024,12:55,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
Aragon,MotoGP,Race,Europe/Madrid,01/09/2024,14:00,01/09/2024,14:50,MotorLand Aragón,Gran Premio GoPro de Aragón,ESP
San Marino,Moto3,Free Practice,Europe/Rome,06/09/2024,09:00,06/09/2024,09:35,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto2,Free Practice,Europe/Rome,06/09/2024,09:50,06/09/2024,10:30,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Free Practice 1,Europe/Rome,06/09/2024,10:45,06/09/2024,11:30,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto3,Practice 1,Europe/Rome,06/09/2024,13:15,06/09/2024,13:50,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto2,Practice 1,Europe/Rome,06/09/2024,14:05,06/09/2024,14:45,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Practice,Europe/Rome,06/09/2024,15:00,06/09/2024,16:00,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto3,Practice 2,Europe/Rome,07/09/2024,08:40,07/09/2024,09:10,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto2,Practice 2,Europe/Rome,07/09/2024,09:25,07/09/2024,09:55,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Free Practice 2,Europe/Rome,07/09/2024,10:10,07/09/2024,10:40,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Qualifying 1,Europe/Rome,07/09/2024,10:50,07/09/2024,11:05,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Qualifying 2,Europe/Rome,07/09/2024,11:15,07/09/2024,11:30,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto3,Qualifying 1,Europe/Rome,07/09/2024,12:50,07/09/2024,13:05,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto3,Qualifying 2,Europe/Rome,07/09/2024,13:15,07/09/2024,13:30,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto2,Qualifying 1,Europe/Rome,07/09/2024,13:45,07/09/2024,14:00,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto2,Qualifying 2,Europe/Rome,07/09/2024,14:10,07/09/2024,14:25,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Tissot Sprint,Europe/Rome,07/09/2024,15:00,07/09/2024,15:30,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Warm Up,Europe/Rome,08/09/2024,09:40,08/09/2024,09:50,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto3,Race,Europe/Rome,08/09/2024,11:00,08/09/2024,11:30,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,Moto2,Race,Europe/Rome,08/09/2024,12:15,08/09/2024,12:55,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Race,Europe/Rome,08/09/2024,14:00,08/09/2024,14:50,Misano World Circuit Marco Simoncelli,Gran Premio Red Bull di San Marino e della Riviera di Rimini,SMR
San Marino,MotoGP,Testing,Europe/Rome,09/09/2024,,09/09/2024,,Misano World Circuit Marco Simoncelli,Misano MotoGP Official Test,SMR
Emilia-Romagna,Moto3,Free Practice,Europe/Rome,20/09/2024,09:00,20/09/2024,09:35,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto2,Free Practice,Europe/Rome,20/09/2024,09:50,20/09/2024,10:30,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Free Practice 1,Europe/Rome,20/09/2024,10:45,20/09/2024,11:30,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto3,Practice 1,Europe/Rome,20/09/2024,13:15,20/09/2024,13:50,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto2,Practice 1,Europe/Rome,20/09/2024,14:05,20/09/2024,14:45,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Practice,Europe/Rome,20/09/2024,15:00,20/09/2024,16:00,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto3,Practice 2,Europe/Rome,21/09/2024,08:40,21/09/2024,09:10,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto2,Practice 2,Europe/Rome,21/09/2024,09:25,21/09/2024,09:55,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Free Practice 2,Europe/Rome,21/09/2024,10:10,21/09/2024,10:40,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Qualifying 1,Europe/Rome,21/09/2024,10:50,21/09/2024,11:05,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Qualifying 2,Europe/Rome,21/09/2024,11:15,21/09/2024,11:30,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto3,Qualifying 1,Europe/Rome,21/09/2024,12:50,21/09/2024,13:05,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto3,Qualifying 2,Europe/Rome,21/09/2024,13:15,21/09/2024,13:30,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto2,Qualifying 1,Europe/Rome,21/09/2024,13:45,21/09/2024,14:00,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto2,Qualifying 2,Europe/Rome,21/09/2024,14:10,21/09/2024,14:25,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Tissot Sprint,Europe/Rome,21/09/2024,15:00,21/09/2024,15:30,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Warm Up,Europe/Rome,22/09/2024,09:40,22/09/2024,09:50,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto3,Race,Europe/Rome,22/09/2024,10:00,22/09/2024,10:30,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,Moto2,Race,Europe/Rome,22/09/2024,11:15,22/09/2024,11:55,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Emilia-Romagna,MotoGP,Race,Europe/Rome,22/09/2024,13:00,22/09/2024,13:50,Misano World Circuit Marco Simoncelli,Emilia-Romagna Grand Prix,ITA
Indonesia,Moto3,Free Practice,Asia/Makassar,27/09/2024,09:00,27/09/2024,09:35,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto2,Free Practice,Asia/Makassar,27/09/2024,09:50,27/09/2024,10:30,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Free Practice 1,Asia/Makassar,27/09/2024,10:45,27/09/2024,11:30,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto3,Practice 1,Asia/Makassar,27/09/2024,13:15,27/09/2024,13:50,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto2,Practice 1,Asia/Makassar,27/09/2024,14:05,27/09/2024,14:45,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Practice,Asia/Makassar,27/09/2024,15:00,27/09/2024,16:00,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto3,Practice 2,Asia/Makassar,28/09/2024,08:40,28/09/2024,09:10,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto2,Practice 2,Asia/Makassar,28/09/2024,09:25,28/09/2024,09:55,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Free Practice 2,Asia/Makassar,28/09/2024,10:10,28/09/2024,10:40,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Qualifying 1,Asia/Makassar,28/09/2024,10:50,28/09/2024,11:05,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Qualifying 2,Asia/Makassar,28/09/2024,11:15,28/09/2024,11:30,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto3,Qualifying 1,Asia/Makassar,28/09/2024,12:50,28/09/2024,13:05,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto3,Qualifying 2,Asia/Makassar,28/09/2024,13:15,28/09/2024,13:30,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto2,Qualifying 1,Asia/Makassar,28/09/2024,13:45,28/09/2024,14:00,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto2,Qualifying 2,Asia/Makassar,28/09/2024,14:10,28/09/2024,14:25,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Tissot Sprint,Asia/Makassar,28/09/2024,15:00,28/09/2024,15:30,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Warm Up,Asia/Makassar,29/09/2024,10:40,29/09/2024,10:50,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto3,Race,Asia/Makassar,29/09/2024,12:00,29/09/2024,12:30,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,Moto2,Race,Asia/Makassar,29/09/2024,13:15,29/09/2024,13:55,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Indonesia,MotoGP,Race,Asia/Makassar,29/09/2024,15:00,29/09/2024,15:50,Mandalika International Street Circuit,Pertamina Grand Prix of Indonesia,IDN
Japan,Moto3,Free Practice,Asia/Tokyo,04/10/2024,09:00,04/10/2024,09:35,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto2,Free Practice,Asia/Tokyo,04/10/2024,09:50,04/10/2024,10:30,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Free Practice 1,Asia/Tokyo,04/10/2024,10:45,04/10/2024,11:30,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto3,Practice 1,Asia/Tokyo,04/10/2024,13:15,04/10/2024,13:50,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto2,Practice 1,Asia/Tokyo,04/10/2024,14:05,04/10/2024,14:45,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Practice,Asia/Tokyo,04/10/2024,15:00,04/10/2024,16:00,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto3,Practice 2,Asia/Tokyo,05/10/2024,08:40,05/10/2024,09:10,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto2,Practice 2,Asia/Tokyo,05/10/2024,09:25,05/10/2024,09:55,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Free Practice 2,Asia/Tokyo,05/10/2024,10:10,05/10/2024,10:40,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Qualifying 1,Asia/Tokyo,05/10/2024,10:50,05/10/2024,11:05,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Qualifying 2,Asia/Tokyo,05/10/2024,11:15,05/10/2024,11:30,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto3,Qualifying 1,Asia/Tokyo,05/10/2024,12:50,05/10/2024,13:05,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto3,Qualifying 2,Asia/Tokyo,05/10/2024,13:15,05/10/2024,13:30,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto2,Qualifying 1,Asia/Tokyo,05/10/2024,13:45,05/10/2024,14:00,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto2,Qualifying 2,Asia/Tokyo,05/10/2024,14:10,05/10/2024,14:25,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Tissot Sprint,Asia/Tokyo,05/10/2024,15:00,05/10/2024,15:30,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Warm Up,Asia/Tokyo,06/10/2024,09:40,06/10/2024,09:50,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto3,Race,Asia/Tokyo,06/10/2024,11:00,06/10/2024,11:30,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,Moto2,Race,Asia/Tokyo,06/10/2024,12:15,06/10/2024,12:55,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Japan,MotoGP,Race,Asia/Tokyo,06/10/2024,14:00,06/10/2024,14:50,Mobility Resort Motegi,Motul Grand Prix of Japan,JPN
Australia,Moto3,Free Practice,Australia/Melbourne,18/10/2024,09:00,18/10/2024,09:35,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto2,Free Practice,Australia/Melbourne,18/10/2024,09:50,18/10/2024,10:30,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Free Practice 1,Australia/Melbourne,18/10/2024,10:45,18/10/2024,11:30,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto3,Practice 1,Australia/Melbourne,18/10/2024,13:15,18/10/2024,13:50,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto2,Practice 1,Australia/Melbourne,18/10/2024,14:05,18/10/2024,14:45,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Practice,Australia/Melbourne,18/10/2024,15:00,18/10/2024,16:00,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto3,Practice 2,Australia/Melbourne,19/10/2024,08:40,19/10/2024,09:10,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto2,Practice 2,Australia/Melbourne,19/10/2024,09:25,19/10/2024,09:55,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Free Practice 2,Australia/Melbourne,19/10/2024,10:10,19/10/2024,10:40,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Qualifying 1,Australia/Melbourne,19/10/2024,10:50,19/10/2024,11:05,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Qualifying 2,Australia/Melbourne,19/10/2024,11:15,19/10/2024,11:30,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto3,Qualifying 1,Australia/Melbourne,19/10/2024,12:50,19/10/2024,13:05,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto3,Qualifying 2,Australia/Melbourne,19/10/2024,13:15,19/10/2024,13:30,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto2,Qualifying 1,Australia/Melbourne,19/10/2024,13:45,19/10/2024,14:00,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto2,Qualifying 2,Australia/Melbourne,19/10/2024,14:10,19/10/2024,14:25,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Tissot Sprint,Australia/Melbourne,19/10/2024,15:00,19/10/2024,15:30,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Warm Up,Australia/Melbourne,20/10/2024,09:40,20/10/2024,09:50,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto3,Race,Australia/Melbourne,20/10/2024,11:00,20/10/2024,11:30,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,Moto2,Race,Australia/Melbourne,20/10/2024,13:15,20/10/2024,13:55,Phillip Island,Australian Motorcycle Grand Prix,AUS
Australia,MotoGP,Race,Australia/Melbourne,20/10/2024,14:00,20/10/2024,14:50,Phillip Island,Australian Motorcycle Grand Prix,AUS
